其他地区,#genre#
NHK G (JOAK-DTV) (720p),https://cdn.us195.jpnettv.live/jptv/kanto_nhk_g_720/playlist.m3u8
Nihon Eiga Senmon (720p),https://cdn.us195.jpnettv.live/jptv/igasennmonn_720/playlist.m3u8
Nippon TV (540p) [Not 24/7],https://ntv3.mov3.co/hls/ntv.m3u8
Nippon TV (JOAXD-TV) (720p),https://cdn.us195.jpnettv.live/jptv/kanto_nippon_720/playlist.m3u8
Nittele G+ Sports & News (540p),https://cdnv148.cloudrsst.com/jptv/japan_tv_G_540/playlist.m3u8
NTV News24 (1080p),https://hls.youtb.workers.dev/channel/UCuTAXTexrhetbOe3zgskJBQ.m3u8
Pluto TV BabyFirst (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ebac49ce4dc8b00078b23bc/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=
QVC Japan (720p),https://cdn-live1.qvc.jp/iPhone/1501/1501.m3u8
Shop Channel (1080p) [Not 24/7],https://stream3.shopch.jp/HLS/master.m3u8
Sky A (540p) [Not 24/7],https://cdnv148.cloudrsst.com/jptv/Sky_A_540/playlist.m3u8
Star 1 (720p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/starch1_720/playlist.m3u8
Star 2 (720p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/starch2_720/playlist.m3u8
Star 3 (720p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/starch3_720/playlist.m3u8
TBS (540p) [Not 24/7],https://tbs2.mov3.co/hls/tbs.m3u8
TBS News,https://hls.youtb.workers.dev/channel/UC6AG81pAkf6Lbi_1VC5NmPA.m3u8
Toei Channel (540p) [Not 24/7],https://cdnv148.cloudrsst.com/jptv/toa_540/playlist.m3u8
Tokyo MX1 (480p),http://redlabmcdn.s.llnwi.net/nv02/ryowa8hd/index.m3u8
Tokyo MX1 (720p),https://movie.mcas.jp/mcas/mx1_2/master.m3u8
Tokyo MX2 (720p),https://movie.mcas.jp/mcas/mx2_2/master.m3u8
TV Asahi (480p),http://redlabmcdn.s.llnwi.net/nv02/ryowa4hd/index.m3u8
TV Tokyo (480p),http://redlabmcdn.s.llnwi.net/nv02/ryowa6hd/index.m3u8
Weathernews (720p),http://movie.mcas.jp/mcas/wn1_2/master.m3u8
WOWOW Cinema (720p),http://cdn.us195.jpnettv.live:1935/jptv/wowcinema_720/playlist.m3u8
WOWOW Live (720p),http://cdn.us195.jpnettv.live:1935/jptv/wowlive_720/playlist.m3u8
WOWOW Prime (720p),http://cdn.us195.jpnettv.live:1935/jptv/wowprime_720/playlist.m3u8

Animation,#genre#
Animax (720p),https://cdn.us195.jpnettv.live/jptv/janimax_720/playlist.m3u8
Animax Asia (Vietnamese Subs) (720p),https://livecdn.fptplay.net/hda3/animaxport_vhls.smil/playlist.m3u8
Anime TV (360p) [Not 24/7],https://stmv1.srvif.com/animetv/animetv/playlist.m3u8
AT-X (720p),https://sub.neetball.net/live/neet.m3u8

Undefined,#genre#
BS 12 (480p),http://redlabmcdn.s.llnwi.net/nv02/bs08hd/index.m3u8
Eisei Gekijo (540p) [Not 24/7],https://cdnv148.cloudrsst.com/jptv/gekijjyou/playlist.m3u8
Fuji TV (480p),http://redlabmcdn.s.llnwi.net/nv02/ryowa7hd/index.m3u8
Gunma TV (720p),https://movie.mcas.jp/switcher/smil:mcas8.smil/master.m3u8
Jidaigeki Senmon Channel (540p),https://cdnv148.cloudrsst.com/jptv/jidaigeki_540/playlist.m3u8
Neco (540p),https://cdnv148.cloudrsst.com/jptv/Neco/playlist.m3u8
NHK BSP (720p),http://cdn.us195.jpnettv.live:1935/jptv/bspremium_720/playlist.m3u8
Nihon Eiga Senmon (720p),https://cdn.us195.jpnettv.live/jptv/igasennmonn_720/playlist.m3u8
Nippon TV (540p) [Not 24/7],https://ntv3.mov3.co/hls/ntv.m3u8
Nippon TV (JOAXD-TV) (720p),https://cdn.us195.jpnettv.live/jptv/kanto_nippon_720/playlist.m3u8
Nittele G+ Sports & News (540p),https://cdnv148.cloudrsst.com/jptv/japan_tv_G_540/playlist.m3u8
Sky A (540p) [Not 24/7],https://cdnv148.cloudrsst.com/jptv/Sky_A_540/playlist.m3u8
Star 1 (720p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/starch1_720/playlist.m3u8
Star 2 (720p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/starch2_720/playlist.m3u8
Star 3 (720p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/starch3_720/playlist.m3u8
TBS (540p) [Not 24/7],https://tbs2.mov3.co/hls/tbs.m3u8
Toei Channel (540p) [Not 24/7],https://cdnv148.cloudrsst.com/jptv/toa_540/playlist.m3u8
Tokyo MX1 (480p),http://redlabmcdn.s.llnwi.net/nv02/ryowa8hd/index.m3u8
Tokyo MX1 (720p),https://movie.mcas.jp/mcas/mx1_2/master.m3u8
Tokyo MX2 (720p),https://movie.mcas.jp/mcas/mx2_2/master.m3u8
TV Asahi (480p),http://redlabmcdn.s.llnwi.net/nv02/ryowa4hd/index.m3u8
TV Tokyo (480p),http://redlabmcdn.s.llnwi.net/nv02/ryowa6hd/index.m3u8
WOWOW Live (720p),http://cdn.us195.jpnettv.live:1935/jptv/wowlive_720/playlist.m3u8
WOWOW Prime (720p),http://cdn.us195.jpnettv.live:1935/jptv/wowprime_720/playlist.m3u8

综合,#genre#
BS Asahi (720p),http://cdn.us195.jpnettv.live:1935/jptv/bsasahi_720/playlist.m3u8
BS Fuji TV (720p),http://cdn.us195.jpnettv.live:1935/jptv/bsfuji_720/playlist.m3u8
BS Nippon TV (720p),http://cdn.us195.jpnettv.live:1935/jptv/bsnihontv_720/playlist.m3u8
BS TBS (720p),http://cdn.us195.jpnettv.live:1935/jptv/bstbs_720/playlist.m3u8
BS TV Tokyo (720p) [Not 24/7],http://cdn.us195.jpnettv.live:1935/jptv/bsjapan_720/playlist.m3u8
NHK BS1 (720p),http://cdn.us195.jpnettv.live:1935/jptv/nhkbs1_720/playlist.m3u8
NHK G (480p) [Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/ryowa2hd/index.m3u8
NHK G (JOAK-DTV) (720p),https://cdn.us195.jpnettv.live/jptv/kanto_nhk_g_720/playlist.m3u8

宗教,#genre#
CGNTV,http://cgntv-glive.ofsdelivery.net/live/_definst_/cgntv_jp/playlist.m3u8

儿童,#genre#
Disney Channel Japan (540p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/disney_channel/playlist.m3u8
Disney Junior Japan (540p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/disney_junior/playlist.m3u8
Kids Station (540p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/jkids_540/playlist.m3u8
Pluto TV BabyFirst (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ebac49ce4dc8b00078b23bc/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=

Family,#genre#
Family Gekijo (540p) [Not 24/7],https://cdn.us195.jpnettv.live/jptv/gekijjyou/playlist.m3u8

Shop,#genre#
GSTV (720p),https://gstv-tnz-gsmediastreaming.preview-jpea.channel.media.azure.net/dfd06b62-e9d1-4a7f-bcbb-89d2ecbc82ee/preview.ism/manifest(format=mpd-time-csf,audio-only=false)
QVC Japan (720p),https://cdn-live1.qvc.jp/iPhone/1501/1501.m3u8
Shop Channel (1080p) [Not 24/7],https://stream3.shopch.jp/HLS/master.m3u8

Sports,#genre#
J Sports 1 (480p) [Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/bs15hd/index.m3u8
J Sports 2 (480p) [Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/bs11hd/index.m3u8
J Sports 3 (480p) [Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/bs12hd/index.m3u8
J Sports 4 (720p) [Not 24/7],http://cdnv148.cloudrsst.com:1935/jptv/jsports1_720/playlist.m3u8

电影,#genre#
Movie Plus (540p),http://cdn.us195.jpnettv.live:1935/jptv/movieplus_540/playlist.m3u8
WOWOW Cinema (720p),http://cdn.us195.jpnettv.live:1935/jptv/wowcinema_720/playlist.m3u8

娱乐,#genre#
MTV Japan (540p) [Not 24/7],http://cdn.us195.jpnettv.live:1935/jptv/mtv/playlist.m3u8

教育,#genre#
NHK E (480p) [Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/ryowa1hd/index.m3u8

新闻,#genre#
NTV News24 (1080p),https://hls.youtb.workers.dev/channel/UCuTAXTexrhetbOe3zgskJBQ.m3u8
TBS News,https://hls.youtb.workers.dev/channel/UC6AG81pAkf6Lbi_1VC5NmPA.m3u8

天气,#genre#
Weathernews (720p),http://movie.mcas.jp/mcas/wn1_2/master.m3u8

